更新时间,#genre#
20240724-00-05-51,url


RespoTime,whitelist,#genre#
648.98ms,河北卫视,http://36.40.236.95:9999/tsfile/live/0135_2.m3u8?key=txiptv&playlive=0&authid=0
649.23ms,地理,http://qnap.yjnhome.com:4000/rtp/239.3.1.71:4120
649.62ms,CCTV4,http://14.212.185.27:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
649.68ms,汕头经济生活高清,http://ddns.cyruslee.top:8888/udp/239.77.1.131:5146
649.70ms,四川卫视,http://171.116.59.153:9999/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
649.73ms,金鹰卡通,http://59.48.75.130:3052/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
649.90ms,CCTV6,http://61.184.128.243:1111/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
650.27ms,吉林卫视,http://36.40.236.95:9999/tsfile/live/0132_5.m3u8?key=txiptv&playlive=0&authid=0
650.31ms,青海卫视,http://218.13.170.98:9901/tsfile/live/0140_1.m3u8
650.33ms,新疆卫视,http://123.189.36.4:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
650.48ms,大象与羊的快乐生活,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/b72e3a49fdd44f36915d6cc59aa0a113/1200.m3u8
650.90ms,CCTV11,http://qingcheng.pro:7890/udp/238.125.4.83:5140
651.00ms,长春生活故事广播 FM90.0[0*0],http://ls.qingting.fm/live/5014.m3u8
651.12ms,浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
651.24ms,新疆卫视,http://59.48.75.130:3052/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
651.33ms,CCTV14,http://36.40.236.95:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
651.78ms,CCTV8,http://113.220.234.251:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
651.78ms,CCTV17,http://223.151.51.74:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
651.81ms,青岛西海岸城市生活广播 FM92.6[0*0],http://ls.qingting.fm/live/33446.m3u8
651.86ms,江西卫视,http://113.220.234.251:9999/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
652.00ms,新疆维吾尔语交通文艺广播 (Opt-2)[0*0],http://ls.qingting.fm/live/78923.m3u8
652.27ms,CCTV7,http://36.40.236.95:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
652.74ms,CCTV15,http://171.118.222.151:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
652.95ms,河南卫视,http://59.48.75.130:3052/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
653.21ms,抖音热歌《大风吹+夜夜夜漫长》,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4#
653.33ms,襄阳交通广播 FM89.0 (Opt-1)[0*0],http://ls.qingting.fm/live/1307.m3u8
653.39ms,CCTV1,http://n1.dddmmh.space:8088/udp/225.0.4.74:7980
653.53ms,黑龙江卫视,http://171.118.222.151:9999/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
654.28ms,太原交通广播 FM107[0*0],http://ls.qingting.fm/live/4900.m3u8
654.43ms,CCTV5,http://113.220.234.251:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
654.70ms,东方卫视,http://43.132.64.50/outlivecloud-cdn.ysp.cctv.cn/ysp/2024054503.m3u8
654.79ms,人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
654.88ms,凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
655.28ms,NHK World News (Portuguese Subs) (720p),https://cdn.nhkworld.jp/www11/nhkworld-tv/bmcc-live/pt/playlist.m3u8
655.84ms,江西卫视,http://14.212.185.27:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
656.18ms,隐秘王国里的奇迹1,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/e2094de08292490db17c29ec299b4bc2/1200.m3u8
656.53ms,辽宁卫视,http://171.118.222.151:9999/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
656.55ms,湖南卫视,http://223.151.51.74:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
656.90ms,CCTV15,http://113.220.234.251:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
657.27ms,湿地之争豹与鳄鱼,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/1fe1e5df7c9d4b38a0a855e092a7b6c1/1200.m3u8
657.55ms,贵州卫视,http://58.42.184.110:8888/rtp/238.255.2.1:5999
657.61ms,深圳飞扬音乐971[0*0],http://ls.qingting.fm/live/1271.m3u8
657.68ms,甘肃卫视,http://58.57.21.166:9901/tsfile/live/0141_1.m3u8
657.78ms,草原狮子的戏剧舞台(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/93fde1242f50415faa6da2dd5da9105b/1200.m3u8
657.85ms,CCTV11,http://171.118.222.151:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
658.24ms,动物霓裳羽衣之妙,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/b4aea8cd185c4126a37aa6e92d179f82/1200.m3u8
658.66ms,金鹰卡通,http://114.254.93.41:88/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
658.92ms,CCTV13,http://125.82.168.238:8888/rtp/235.254.198.9:1312
659.35ms,CCTV10,https://epg.pw/stream/65a98eb1bc5fc38505f2c025c2f0c88f31429e43104486845616deb65bf9c895.m3u8
659.58ms,江西卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.123:8164
660.13ms,青海生活广播 花儿调频 FM90.3[0*0],http://ls.qingting.fm/live/2163891.m3u8
660.14ms,湖北卫视,http://119.39.97.2:9002/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
660.51ms,重庆卫视,http://171.118.222.151:9999/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
661.07ms,深圳卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.134:8020
661.10ms,CCTV13,http://59.48.75.130:3052/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
661.39ms,CCTV6,http://n1.dddmmh.space:8088/udp/225.0.4.144:7980
661.42ms,深圳卫视,http://111.225.113.86:808/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
661.50ms,CCTV13,http://36.40.236.95:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
661.56ms,咸阳城市之声 FM100.7[0*0],http://ls.qingting.fm/live/3559664.m3u8
661.73ms,速度与生存2,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/31abc302978f45df9c4e8aaa3972d599/1200.m3u8
661.74ms,香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
661.89ms,深圳卫视,http://113.83.242.213:4022/udp/239.77.1.148:5146
661.90ms,东方卫视,http://171.118.222.151:9999/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
661.92ms,宁夏都市广播 FM103.7[0*0],http://ls.qingting.fm/live/1842.m3u8
661.92ms,楚天交通广播 FM92.7[0*0],http://ls.qingting.fm/live/1291.m3u8
662.20ms,捕食一瞬间(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/b66704d4d4aa4ea7bab6e6ef673568b3/1200.m3u8
662.59ms,新疆卫视,http://qingcheng.pro:7890/udp/238.125.3.174:5140?
662.62ms,上虞新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
663.16ms,英雄赞歌,https://vd3.bdstatic.com/mda-nin6t17p7dt7u499/sc/cae_h264/1664117214428826970/mda-nin6t17p7dt7u499.mp4
663.38ms,CCTV10,http://36.40.236.95:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
663.45ms,CCTV12,https://epg.pw/stream/b6322d2366419f8dc6b9c22f706707832b478b77a483eee013670df2ab6d396e.m3u8
664.25ms,广东综艺 宽色域AVS2(4k) (AVS2),http://ddns.cyruslee.top:8888/udp/239.77.0.252:5146
664.67ms,贵州电台音乐广播 FM91.6[0*0],http://ls.qingting.fm/live/23937.m3u8
664.89ms,CCTV4,http://59.48.75.130:3052/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
665.22ms,河北 My FM 102.9[0*0],http://ls.qingting.fm/live/2508757.m3u8
665.37ms,CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
665.44ms,CCTV2,http://113.220.234.251:9999/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
665.92ms,湖南卫视,http://113.66.6.74:4433/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
666.05ms,解说_老炮说电影,http://cfss.cc/cdn/hy/15454716.flv
666.10ms,滁州市广播电视台 公共频道 (400p),http://live.cztv.cc:85/live/ggpd.m3u8
666.25ms,河南卫视,http://cdn.jdshipin.com:8880/ysp.php?id=hnws
666.45ms,凤凰卫视,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
666.77ms,贵州卫视,http://111.225.113.86:808/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
667.62ms,广东卫视,http://58.57.21.166:9901/tsfile/live/0125_1.m3u8
667.88ms,西安交通广播 FM104.3 (Opt-1)[0*0],http://ls.qingting.fm/live/1611.m3u8
668.47ms,野狗家族传世之爱,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/dc4007615a124e29827b16bec3885db5/1200.m3u8
668.58ms,现场一曲《最美的情缘》DJ版,https://vd3.bdstatic.com/mda-ih4mz2ubqfx9q9gb/sc/mda-ih4mz2ubqfx9q9gb.mp4
668.62ms,CCTV8K,http://159.75.85.63:8654/xx8k50fps.php
669.15ms,浙江动听(音乐调频) FM96.8 (Opt-2)[0*0],http://ls.qingting.fm/live/4866.m3u8
669.19ms,CCTV2,http://14.212.185.27:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
669.56ms,CCTV1,http://125.82.168.238:8888/rtp/235.254.198.51:1480
669.72ms,滁州市广播电视台 科教频道 (400p),http://live.cztv.cc:85/live/sjpd.m3u8
669.94ms,春晚05,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
670.00ms,浙江交通之声 FM93 (Opt-1)[0*0],http://ls.qingting.fm/live/4522.m3u8
670.02ms,CCTV3,http://125.82.168.238:8888/rtp/235.254.198.53:1488
670.40ms,CCTV17,https://piccpndali.v.myalicdn.com/audio/cctv17_2.m3u8
670.50ms,江苏卫视,http://171.116.59.153:9999/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
670.64ms,深圳卫视,http://14.212.185.27:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
671.37ms,春晚03,https://txmov2.a.kwimgs.com/bs3/video-hls/5232338436280256836_hlshd15.m3u8
671.38ms,阳泉新闻综合广播[0*0],http://ls.qingting.fm/live/5876899.m3u8?aac
671.48ms,凤凰中文,http://171.223.215.229:4000/udp/239.93.0.162:2192
671.88ms,珠海电台交通音乐875[0*0],http://ls.qingting.fm/live/1275.m3u8
672.89ms,云南交通广播 FM91.8[0*0],http://ls.qingting.fm/live/1928.m3u8
673.57ms,文山公共频道,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
673.74ms,广东珠江,http://113.101.119.31:8090/hls/105/index.m3u8
673.76ms,青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=9bc66dc81715026954
674.29ms,云南卫视,http://124.228.160.169:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
674.61ms,CCTV14,http://113.220.234.251:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
674.81ms,Discovery,http://ott.watch/stream/E9LDH2ZCN7/177.m3u8
675.05ms,CCTV9,http://175.8.213.198:8081/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
675.27ms,湖南卫视,http://220.164.192.48:50085/tsfile/live/0107_1.m3u8
676.33ms,辽宁卫视,http://171.118.222.151:9999/tsfile/live/0121_1.m3u8
676.83ms,CCTV5,http://n1.dddmmh.space:8088/udp/225.0.4.143:7980
677.01ms,CCTV15,https://epg.pw/stream/f5c27d1a459fea9505fe0eaff71c5f8b814a01876be632f11f1251180cd55f9b.m3u8
677.31ms,CCTV2,http://36.40.236.95:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
677.53ms,凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd
677.55ms,CCTV4,http://cdn.jdshipin.com:8880/ysp.php?id=cctv4
677.94ms,林间潜伏,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/922b142fef9443218be5eaf44df0b397/1200.m3u8
678.20ms,CCTV5,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225489/index.m3u8?2024
678.58ms,内蒙古卫视,http://111.225.113.86:808/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
678.59ms,维吾尔语广播,https://fanmingming.com/fm?id=651
679.04ms,CCTV6,http://171.116.59.153:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
679.06ms,CCTV16,https://epg.pw/stream/50b58af32d45bb6f2f6acfb0cf3def87a6313f0d634098de631492c395200c89.m3u8
679.14ms,狮群的荣耀,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/84b850056589475f80528cf28b9b840a/1200.m3u8
679.20ms,四川卫视,http://cdn.jdshipin.com:8880/ysp.php?id=scws
679.80ms,东方卫视,http://cdn.jdshipin.com:8880/ysp.php?id=dfws
680.55ms,新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
680.76ms,滁州市广播电视台 新闻综合频道 (1080p),http://live.cztv.cc:85/live/xwpd.m3u8
680.89ms,CCTV7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
680.93ms,香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
681.21ms,浙江卫视,http://14.29.76.30:9901/tsfile/live/0124_1.m3u8
681.82ms,西畴电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
681.93ms,纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
682.72ms,凤凰中文,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226308/index.m3u8
683.05ms,蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
683.51ms,国家地理,http://se.xvvx.eu.org/ublive.php?id=302
685.24ms,CCTV5,https://epg.pw/stream/ed02b8de7e8694705eda998a5905fbae21da95504360f6328c731da79a3a9162.m3u8
685.76ms,凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
685.94ms,CCTV13,http://222.240.82.92:9901/tsfile/live/0013_1.m3u8
685.95ms,CCTV8,https://epg.pw/stream/cb997f441801a5bca8c092be9816cd3915e26d24e20df6a2e511d3c750eea86e.m3u8
686.37ms,女生DJ伤感情歌FHD,https://vdse.bdstatic.com//8fe41305b5c64f8e11715b4dfd442c67.mp4
687.32ms,CCTV5+,https://epg.pw/stream/7981c913470473b3a58f00fbe26773cb6e00101b6c19f0a428d781ea3232ebe1.m3u8
687.91ms,海南交通广播 FM100[0*0],http://ls.qingting.fm/live/4911.m3u8
688.14ms,保定经典964汽车音乐广播[0*0],http://ls.qingting.fm/live/2227017.m3u8
688.35ms,人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w614428743.m3u8
688.43ms,浙江卫视,http://cfss.cc/api/ysp/zjws.m3u8
689.74ms,江苏卫视,http://222.240.82.92:9901/tsfile/live/0127_1.m3u8
690.07ms,CCTV15,http://114.254.95.12:88/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
690.23ms,CCTV7,http://58.57.21.166:9901/tsfile/live/0007_1.m3u8
690.63ms,CCTV13,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226062/index.m3u8
691.06ms,河北农民广播 AM558[0*0],http://ls.qingting.fm/live/1650.m3u8
691.61ms,江苏卫视,http://124.228.160.169:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
691.81ms,BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
692.48ms,郴州音乐交通广播 FM102.8[0*0],http://ls.qingting.fm/live/86747.m3u8
692.99ms,2024安徽卫视农民春节联欢晚会,https://v10.dious.cc/20240210/UnLrYixW/index.m3u8
693.31ms,CCTV2,https://epg.pw/stream/20786507e757fe067df9e9efbc2351b1124d211a591d4238ed5ba5520a252067.m3u8
693.72ms,CCTV7,https://piccpndali.v.myalicdn.com/audio/cctv7_2.m3u8
693.92ms,CCTV16,http://dns.art2kn.win:7000/rtp/239.3.1.184:8001
695.44ms,CGTN-俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
695.63ms,CCTV5,https://epg.pw/stream/bccb02eb83b5bcd2d2b5808a1dfcd4a7e8c48c763f312015db7a591d8be22284.m3u8
695.73ms,泰·THAIPBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
695.74ms,黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
696.46ms,CCTV6,https://epg.pw/stream/e977495fcabf49836728f217748a682a844888fcb1aabd3d36310347efcaad0d.m3u8
696.67ms,DJ天后,https://vd3.bdstatic.com/mda-kk5f22n13qna8edp/v1-cae/sc/mda-kk5f22n13qna8edp.mp4
696.73ms,荆门交通音乐频率 FM99.3 (Opt-2)[0*0],http://ls.qingting.fm/live/60808.m3u8
696.82ms,CCTV12,https://epg.pw/stream/582d8a9690ce72b7c6c321c1963f47ac34af5a23135782a4d39e2aa5676f8b02.m3u8
696.85ms,诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
697.38ms,北京卫视,http://222.240.82.92:9901/tsfile/live/0122_1.m3u8
697.44ms,VIUTV,http://r.jdshipin.com/vSJvl
697.58ms,甘肃卫视,http://222.240.82.92:9901/tsfile/live/0141_1.m3u8
697.97ms,CCTV5,https://epg.pw/stream/611712b3f1e1821cc2045941ecf5754be975188b03f360a6988cb258871f444f.m3u8
698.11ms,深圳卫视,http://cdn.jdshipin.com:8880/ysp.php?id=szws
699.29ms,广西卫视,http://175.8.213.198:8081/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
699.31ms,东方卫视,http://113.220.234.251:9999/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
699.40ms,呼和浩特文艺广播 FM99.8[0*0],http://ls.qingting.fm/live/3099076.m3u8
699.75ms,巴渝之声 FM104.50*0][0*0],http://ls.qingting.fm/live/3545693.m3u8
699.94ms,CCTV6,https://epg.pw/stream/17a2cd6baf28eea74e93e9c0b1cafec7c77e144ab58c001890a95b7a942db8b4.m3u8
700.31ms,宁夏卫视,http://119.39.97.2:9002/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
700.61ms,国家地理,http://se.xvvx.eu.org/ublive.php?id=302
701.08ms,《拈花一笑》《对面的小姐姐》《想你了小哥哥》《一朵情花开》,https://vdse.bdstatic.com//7cfaf27a4db89583e069a40fbc2ed84b.mp4
701.24ms,吉林卫视,http://58.48.37.158:1111/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
701.52ms,北京卫视,http://113.220.234.251:9999/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
701.55ms,春晚12,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
701.80ms,纬来体育,https://epg.pw/stream/4f18dfe0593db5c686eb64ae8edaf2a9202d4d46bdc9bbde2cee27708e12ea01.m3u8
702.25ms,CCTV14,https://epg.pw/stream/3cb65b76db2d276d37838b0933586c787af9cd11aeac524d3b7a4bb67bcd2d8d.m3u8
702.39ms,CCTV7,http://222.240.82.92:9901/tsfile/live/0007_1.m3u8
702.71ms,海南民生广播 FM101[0*0],http://ls.qingting.fm/live/1511803.m3u8
702.98ms,「B站」JJ斗地主,http://live.iill.top/bilibili.php?id=22021983
703.40ms,东莞畅享1075交通广播[0*0],http://ls.qingting.fm/live/1288.m3u8
703.62ms,长治新闻综合广播(幸福广播) FM94.3[0*0],http://ls.qingting.fm/live/2702863.m3u8
703.65ms,翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8
704.20ms,湖北影视,http://58.48.37.158:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
704.57ms,人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
704.70ms,CCTV3,http://sweetown.fun:4000/rtp/239.3.1.172:8001
705.56ms,北京卫视,http://111.225.113.86:808/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
705.90ms,河北故事广播 FM107.9[0*0],http://ls.qingting.fm/live/1645.m3u8
706.03ms,CCTV4,https://epg.pw/stream/c12729822e0fe7b91e322f89dd761e03bd1ee6339eb3b1543f1adb5584f16785.m3u8
706.16ms,青海经济广播 FM07.5[0*0],http://ls.qingting.fm/live/5008.m3u8
706.33ms,草原三巨头,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/2bdc779138bb4235b20a5155e40fa7c8/1200.m3u8
706.71ms,CCTV5,https://epg.pw/stream/aa65062c7f1eba54aed20c9ff328bb190ea3a2a1a3eae723333a359e661ba213.m3u8
706.94ms,CCTV13,https://epg.pw/stream/d8d86dede808358d248bad6c290eba43f63be54e467ea3865a0140b3fb9e5f25.m3u8
706.99ms,西宁新闻频率[0*0],http://ls.qingting.fm/live/3400403.m3u8
707.53ms,青州电视台新闻综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
708.00ms,海南卫视,http://cdn.jdshipin.com:8880/ysp.php?id=hinws
708.02ms,青州电视台文化旅游频道,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
708.48ms,青岛新闻广播 FM107.6[0*0],http://ls.qingting.fm/live/1673.m3u8
708.51ms,北京卫视,http://58.48.37.158:1111/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
708.89ms,海底生存战,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/20225ac33ef7408e8c7040cb39d6a595/1200.m3u8
709.06ms,河北交通广播 FM99.2[0*0],http://ls.qingting.fm/live/1646.m3u8
709.14ms,CCTV8,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225492/index.m3u8
710.08ms,CCTV7,https://epg.pw/stream/4a0ac0d84597cfee83015f10200c708839dd537debc156dd2281684ae77cac4f.m3u8
710.52ms,安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
711.90ms,四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
712.26ms,湖北卫视,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
712.54ms,沈阳新闻广播 FM104.5[0*0],http://ls.qingting.fm/live/23891.m3u8
712.94ms,重庆卫视,http://58.48.37.158:1111/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
714.05ms,NHK World News (Spanish Subs) (720p),https://cdn.nhkworld.jp/www11/nhkworld-tv/bmcc-live/es/playlist.m3u8
714.78ms,TVB功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
715.30ms,CCTV5,http://ik6.iptv8.net:8888/rtp/225.1.4.159:1195
715.77ms,CCTV6,http://58.48.37.158:1111/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
716.22ms,衢江新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
716.41ms,北京卫视,http://124.116.183.146:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
717.32ms,九江交通广播 FM88.4 FM88.9[0*0],http://ls.qingting.fm/live/2785094.m3u8
717.36ms,梅州新闻广播 FM94.8[0*0],http://ls.qingting.fm/live/24173.m3u8
717.86ms,兰溪新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
718.16ms,凤凰香港,http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://120.84.96.42:808/hls/81/index.m3u8
718.22ms,TVB亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
718.59ms,四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
719.11ms,新疆卫视,http://111.225.113.86:808/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
719.56ms,缙云新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
719.81ms,韩国KBS,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
720.40ms,广东卫视,http://fangke.blueswords.com:9901/tsfile/live/0142_1.m3u8
720.52ms,TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
720.80ms,浙江之声 FM88 (Opt-1)[0*0],http://ls.qingting.fm/live/4518.m3u8
721.49ms,电影点播,http://hlsa-akm.douyucdn.cn/85894rmovieChow_4000p.m3u8
721.97ms,常州交通广播 FM90[0*0],http://ls.qingting.fm/live/2796.m3u8
723.74ms,中天亚洲台,http://extraott.com:80/live/7921751389/6097373662/5555.m3u8
723.92ms,山西卫视,http://58.57.21.166:9901/tsfile/live/0118_1.m3u8
724.23ms,山东卫视,http://124.116.183.146:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
724.47ms,东南卫视,http://43.132.64.50/outlivecloud-cdn.ysp.cctv.cn/ysp/2024061503.m3u8
724.63ms,解说_俗哥看电影,http://cfss.cc/cdn/hy/15452736.flv
724.89ms,凤凰资讯,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8
725.36ms,凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
726.07ms,CCTV6,http://cdn.jdshipin.com:8880/ysp.php?id=cctv6
726.66ms,CCTV8,https://epg.pw/stream/113f0eb04d33840b7642af563255df49292c8d9c7755bf498df78cb7a315f322.m3u8
726.82ms,东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
728.37ms,湖北卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.115:8664
729.07ms,CCTV7,http://119.39.97.2:9002/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
730.29ms,CCTV6,https://epg.pw/stream/466a41732878afdef2dc81d4a751735252b9aa1a51ae0583ea3c770fa711f4bf.m3u8
731.13ms,湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
731.29ms,重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
